title	predicted	actual	>0.2
Book:World War II flying aces	0.048932138391928774	0.0	False
Category:2009 in biotechnology	0.062129225020268845	0.0	False
Template:Pyranoanthocyanidins	0.044145354372692854	0.0	False
Jnana	0.05660696353830118	0.0	False
Bonapartism	0.009743807746673775	0.0	False
Truth-bearer	0.049331577263417664	0.0	False
Variecolol	0.029727189988894412	0.0	False
Aircraft registration	0.0389941777132689	0.0	False
Bite the bullet	0.03469282305983232	0.0	False
Category:Microbiology literature	0.03697596036322069	0.0	False
Template:Pollination	0.08865877024827187	0.0	False
Category:Antimicrobials	0.08865877024827187	0.0	False
Tony Milligan	0.05715852310822138	0.0	False
Category:Wikipedia books on ecology	0.02486873181956394	0.0	False
SKYbrary	0.047008286506034634	0.0	False
Swaraj	0.032085336869276664	0.0	False
Anthropological theories of value	0.02769376024682428	0.0	False
Panzootic	0.021597037111235225	0.0	False
The Culture of Nakedness and the Nakedness of Culture	0.014645779221351832	0.0	False
Manca	0.07097673945908578	0.0	False
Ferguson v. NTSB	0.03431693135951827	0.0	False
Hedonism	0.008309258406417703	0.0	False
Template:Gene	0.04986011175849217	0.0	False
Benedict Gross	0.0320349017990097	0.0	False
Acaricide	0.025702538129065696	0.0	False
Immobilized whole cell	0.03748742609113145	0.0	False
Category:1877 in the environment	0.10429563869806571	0.0	False
Book:Evolutionary psychology	0.10174896987009711	0.0	False
Mutual liberty	0.05310248429076852	0.0	False
Category:Biological evolution	0.08202537979564703	0.0	False
Agriculturalism	0.016876570387483497	0.0	False
Category:1851 in the environment	0.10429563869806571	0.0	False
Effector-triggered immunity	0.07868220295278651	0.0	False
Resurrection	0.017218801484205275	0.0	False
Category:Missing aircraft	0.046636144846651156	0.0	False
Category:Earth	0.08865877024827187	0.0	False
Present day Mars habitability analogue environments on Earth	0.006486233031963151	0.0	False
Category:Happiness	0.07427237799174265	0.0	False
The Paradoxes of Mr. Pond	0.010512698065714934	0.0	False
Category:Environmental studies scholars	0.04525364558244001	0.0	False
Chee Soo	0.011610510863502696	0.0	False
Territory (animal)	0.04163591139344543	0.0	False
Category:Evolution of tetrapods	0.08865877024827187	0.0	False
Category:Aviation in Lesotho	0.08865877024827187	0.0	False
Medically unexplained physical symptoms	0.022878000374159255	0.0	False
Category:Medieval philosophy	0.023028224690510288	0.0	False
Flux balance analysis	0.04990221374816811	0.0	False
Squamulose lichen	0.054588437416061106	0.0	False
Template:Missouri Plants	0.026085114121667356	0.0	False
Conflict of interest	0.056119110134060395	0.0	False
Category:Autoimmune diseases	0.07090416229444278	0.0	False
Embryo	0.028759574155245934	0.0	False
Testing effect	0.07337130937373208	0.0	False
Black-ray goby	0.018806529470359306	0.0	False
Category:Serology templates	0.043060143682578496	0.0	False
Ioannis Kigalas	0.03343322485985831	0.0	False
The Sunset Limited (film)	0.0236220101828069	0.0	False
History of the creation–evolution controversy	0.01929032943817459	0.0	False
Meta-ontology	0.07700387929088508	0.0	False
Gladiolin	0.07968880989512686	0.0	False
Ursula Klein	0.007791774659118542	0.0	False
Gliding motility	0.015060580087506461	0.0	False
Category:Horse landraces	0.08865877024827187	0.0	False
Category:Law and literature	0.03697596036322069	0.0	False
Category:1898 in biology	0.050664786415254036	0.0	False
2012 Carterton hot air balloon crash	0.026523778113791606	0.0	False
Category:Unmanned blimps of China	0.10921844042588999	0.0	False
Noël O'Sullivan	0.048331252309610925	0.0	False
Category:2007 health disasters	0.06639087233356743	0.0	False
Index of ancient philosophy articles	0.036516287525501685	0.0	False
Template:Opisthokont protists	0.084295334344344	0.0	False
Phoresis	0.01716819629555638	0.0	False
Category:Aircraft industry	0.03682774179614145	0.0	False
Sediment-dwelling organism	0.04542345333045046	0.0	False
MTT assay	0.01930966577822498	0.0	False
Isobaric tag for relative and absolute quantitation	0.029646234601538028	0.0	False
Habeas corpus	0.03112237701218583	0.0	False
Hydrosis	0.054980884955062946	0.0	False
List of Y-DNA single-nucleotide polymorphisms	0.07412794967297001	0.0	False
OWLS	0.04935855121295174	0.0	False
Cell growth	0.03765149688912207	0.0	False
Category:Theory of medicine	0.04697605264815702	0.0	False
American Airways Hangar and Administration Building	0.03185997084584948	0.0	False
Category:17th-century biologists	0.05649316881796057	0.0	False
Aircraft flight manual	0.04908489655261388	0.0	False
Neoplatonism and Christianity	0.01231039536744876	0.0	False
Biocommunication (science)	0.022301165316924228	0.0	False
Category:People in environment	0.10429563869806571	0.0	False
Bioculture	0.033677792859678216	0.0	False
Creative Evolution (book)	0.03108124173315086	0.0	False
Aerodynamic Park	0.021442423817945578	0.0	False
Aviation in World War II	0.008018934131424961	0.0	False
Microbiomes of the built environment	0.0418871693662512	0.0	False
Category:Years in philosophy	0.023028224690510288	0.0	False
Cosmological argument	0.02021716199196531	0.0	False
Self-disorder	0.033545003530306594	0.0	False
Filosofický časopis	0.07799213891896943	0.0	False
Phagocytosis	0.018139645828815273	0.0	False
Air Freight Security	0.132188320950523	0.0	False
1862 in birding and ornithology	0.025403763834321916	0.0	False
Vietnamese crocodile lizard	0.0655462365297104	0.0	False
Dorsiventral	0.04019057299503866	0.0	False
Category:Bosnia and Herzegovina philosophers	0.03383966492320951	0.0	False
Spiegelman's Monster	0.0676265826259195	0.0	False
Template:Animalbirth	0.05884591010790109	0.0	False
Category:Biotechnologists	0.08865877024827187	0.0	False
1866 in birding and ornithology	0.031942465791657056	0.0	False
Tetraethyl dithiopyrophosphate	0.002636392617158733	0.0	False
Intersex	0.01660640930683493	0.0	False
Template:TopicTOC-Biology	0.058519598035559665	0.0	False
Category:1893 in the environment	0.10429563869806571	0.0	False
The Flight Across the Ocean	0.022094892594364833	0.0	False
Island Air (Cayman Islands)	0.047130462901630414	0.0	False
Template:Marinebio	0.14398506416054588	0.0	False
Huff 'n' Puff	0.05054338654098798	0.0	False
Molecular-weight size marker	0.01938644434912333	0.0	False
15th FAI World Rally Flying Championship	0.05210692174914118	0.0	False
Category:Self-replicating machines	0.13516634871645408	0.0	False
Thalassogen	0.011274302782798472	0.0	False
Elexis Sinclaire	0.047825141089912745	0.0	False
Communicative action	0.05080283985596473	0.0	False
1936 in philosophy	0.038877228190071514	0.0	False
Membrane potential	0.01873173903658067	0.0	False
Obesity	0.005039996526906804	0.0	False
Category:Foresters	0.08865877024827187	0.0	False
Category:Lists of philosophers	0.03383966492320951	0.0	False
The Amsterdam Global Conference on Sustainability and Transparency	0.1435081606765303	0.0	False
Template:Tropism	0.02908652974640062	0.0	False
Tree box filter	0.09773335602772243	0.0	False
Obstetrical dilemma	0.031404941752057984	0.0	False
Category:Aviation in Ivory Coast	0.08535518600390887	0.0	False
Normal form (natural deduction)	0.08428906243915887	0.0	False
Richard Seed	0.08619511378297484	0.0	False
On the Pathos of Truth	0.018799797144714494	0.0	False
Wildlife photo-identification	0.08183777784483383	0.0	False
Archaeocyte	0.04573780735941017	0.0	False
List of foramina of the human body	0.0597214976858756	0.0	False
Lurie Prize in Biomedical Sciences	0.1275675680442382	0.0	False
Precision medicine	0.04087382101152154	0.0	False
Symphony No. 16 (Myaskovsky)	0.04320604862456961	0.0	False
Category:1994 health disasters	0.06639087233356743	0.0	False
Category:Aviation in Honduras	0.08865877024827187	0.0	False
List of oldest trees	0.07810243165682366	0.0	False
Polyphenism	0.017623363958824485	0.0	False
Category:Taxa described in 1957	0.08084920792432677	0.0	False
List of cities in Israel	0.03481145843608879	0.0	False
Darwin and the Darwinian Revolution	0.035924882280483586	0.0	False
List of environmental protests	0.03284547445324949	0.0	False
Category:Cultural depictions of Niccolò Machiavelli	0.03704278723607864	0.0	False
Harry George Drickamer	0.0063244217252727535	0.0	False
Benno Kerry	0.022290867954791092	0.0	False
Folk science	0.07379068876022839	0.0	False
Root nodule	0.01450007455704448	0.0	False
Biomagnetism	0.039479120417593334	0.0	False
Template:Immunologic techniques and tests	0.02986522552913566	0.0	False
Cavalier-Smith's system of classification	0.04273072251883655	0.0	False
Operation Harness	0.0495840778480375	0.0	False
Indoor residual spraying	0.042213576927964694	0.0	False
Template:WikiProject Biology	0.06749702532206243	0.0	False
Darwinism	0.037933894513987966	0.0	False
Conservation-reliant species	0.030230875948419243	0.0	False
Gymnosophy	0.017101233815797916	0.0	False
Category:Kenyan philosophers	0.03383966492320951	0.0	False
List of Indonesian cities by population	0.06126283136701444	0.0	False
Template:Plant classification	0.02792420786014441	0.0	False
Reliabilism	0.05271481630896891	0.0	False
Immunoprecipitation	0.018770401348679924	0.0	False
Sixty second review	0.05389744361179903	0.0	False
The Future Is Wild	0.014910938005526099	0.0	False
1924 in philosophy	0.019947792688115824	0.0	False
Bierville Elegies	0.024693518618856113	0.0	False
Category:Repentance in Judaism	0.08865877024827187	0.0	False
Sensory memory	0.14511681626890843	0.0	False
International Society for Phylogenetic Nomenclature	0.07222409813037986	0.0	False
Amyloid (mycology)	0.013164502118707136	0.0	False
Moral nihilism	0.042537503122371624	0.0	False
1933 in aviation	0.01106171627254687	0.0	False
Category:Lists of aircraft engines	0.031014360375614416	0.0	False
Cloning vector	0.06449314451985161	0.0	False
Category:Aviation in Namibia	0.08865877024827187	0.0	False
List of environmental activists assassinated	0.04135503866758827	0.0	False
Category:1930s in biology	0.050664786415254036	0.0	False
Category:Mongolian biologists	0.05649316881796057	0.0	False
Category:Holiness	0.08865877024827187	0.0	False
Category:Cultural depictions of Diogenes	0.021302346259179556	0.0	False
Leuckart's law	0.023869809966313695	0.0	False
Codon usage bias	0.03424813313287513	0.0	False
Environmental migrant	0.03117590947707743	0.0	False
Antoine de Saint-Exupéry	0.004684842563234814	0.0	False
Category:Nature and religion	0.06152600202272579	0.0	False
1929 in philosophy	0.046988929614302885	0.0	False
Infallibilism	0.03360555415869276	0.0	False
Black Knight (Nathan Garrett)	0.016010026578698062	0.0	False
Restorative justice	0.05825363955633501	0.0	False
Biogenic substance	0.011643584284047166	0.0	False
Trofim Lysenko	0.020222791841012704	0.0	False
Law as integrity	0.05404339972936465	0.0	False
Co-operation (evolution)	0.02528199513570115	0.0	False
Tsqaltubo	0.022067522386535535	0.0	False
Agent causation	0.04689286478467352	0.0	False
Category:1906 in aviation	0.0610304575318814	0.0	False
Category:1971 health disasters	0.06639087233356743	0.0	False
James Heckman	0.10475276817996212	0.0	False
Template:Clade panlycophyte	0.037077299377582945	0.0	False
Caruncle (bird anatomy)	0.03411486339577586	0.0	False
Category:Aviation in the Collectivity of Saint Martin	0.05733454661673785	0.0	False
Theory choice	0.03536888281273464	0.0	False
Mannopeptimycin glycopeptide	0.0538273532667021	0.0	False
USS Akron (ZRS-4)	0.01161369895298793	0.0	False
Actor analysis	0.044205427684971425	0.0	False
Body plan	0.027542852649312992	0.0	False
Iriomote cat	0.02164648043071285	0.0	False
Category:Aviation in the Gambia	0.08865877024827187	0.0	False
Category:Virtue ethics	0.08664578187991433	0.0	False
Relict	0.01665035082295651	0.0	False
On Aggression	0.037345615984093174	0.0	False
Biocrystallization	0.010291233114623908	0.0	False
Tilorone	0.010059826248009598	0.0	False
Nanobe	0.034164717622155547	0.0	False
Nonribosomal peptide	0.008924984249093808	0.0	False
Gobiidae	0.023134470285010325	0.0	False
Sociophysiology	0.041366694035195266	0.0	False
Category:Neo-Confucianism	0.084072460775139	0.0	False
The Ecology Center (Orange County)	0.05128620581146122	0.0	False
Counterculture of the 1960s	0.0016004062907156442	0.0	False
Template:Taxobox	0.08865877024827187	0.0	False
The Lie (1950 film)	0.03362271324710872	0.0	False
The Philosophical Society of England	0.03335449371950456	0.0	False
List of Romanian philosophers	0.07792408214012157	0.0	False
Founderism	0.07868905656414273	0.0	False
Concerned Philosophers for Peace	0.05501778184224755	0.0	False
Category:European philosophers	0.03383966492320951	0.0	False
Universal grinder	0.08447899560257105	0.0	False
Reference Daily Intake	0.013861452513428118	0.0	False
Nicholas Biddle (banker)	0.033380579607663524	0.0	False
Book:Dog	0.07543325739693632	0.0	False
Sector clock	0.0433003004276398	0.0	False
Ballistic parachute	0.05134661657039743	0.0	False
Evolutionism	0.05446256347005264	0.0	False
Litter (animal)	0.059594615866512865	0.0	False
List of largest cities throughout history	0.06094146733243652	0.0	False
Key Largo woodrat	0.03414088724814147	0.0	False
List of wards in North Warwickshire	0.03271164539098048	0.0	False
Icmadophila	0.045984361777967275	0.0	False
Aviation Industry Computer-Based Training Committee	0.1261735794366435	0.0	False
Ecotone	0.010843386265513065	0.0	False
Symbol grounding problem	0.12420663581581298	0.0	False
Trypanocidal agent	0.03322198138335864	0.0	False
Environmental issue	0.022682815115674528	0.0	False
Category:Organochloride insecticides	0.08865877024827187	0.0	False
Agency debit memo	0.048373211006220496	0.0	False
Dagfinn Føllesdal	0.06768323910156922	0.0	False
Padarath	0.05715196323431302	0.0	False
Analysis of Malaysia Airlines Flight 370 satellite communications	0.028972935626750195	0.0	False
List of edible insects by country	0.062452449704004084	0.0	False
Huronian glaciation	0.010102491372424261	0.0	False
Methylenomycin B	0.04420235066687048	0.0	False
Template:NewZealand-philosopher-stub	0.08865877024827187	0.0	False
The Cosmic Serpent	0.028407735611539656	0.0	False
Natural Resources of Azerbaijan	0.005757824579902677	0.0	False
Judicial interference	0.06538329938512205	0.0	False
Bioelectronics	0.03906513074028033	0.0	False
Category:Biological literature	0.03697596036322069	0.0	False
Klerokinesis	0.04890522787665288	0.0	False
Extraterrestrial life	0.011691396210940947	0.0	False
Category:Metatheory	0.04654204389322866	0.0	False
Category:Aviation in Bosnia and Herzegovina	0.08865877024827187	0.0	False
Template:Abortion in North America	0.06597728639698858	0.0	False
Category:Airline services	0.07053077208440678	0.0	False
Burgundy mixture	0.014627779628363483	0.0	False
Book:Basic Biology	0.03182652862769307	0.0	False
ParaSurf	0.06757428367162137	0.0	False
Category:1977 in biotechnology	0.062129225020268845	0.0	False
Symbiosism	0.11552492575560504	0.0	False
Stockholm Partnerships for Sustainable Cities	0.078789165400084	0.0	False
1938 in philosophy	0.013737883936110874	0.0	False
Flow-FISH	0.03293824720971459	0.0	False
Orgueil (meteorite)	0.0166125327166835	0.0	False
Progressive Christianity	0.03059443418259374	0.0	False
Frankfurt cases	0.05147665508409995	0.0	False
Chinese spiritual world concepts	0.02562926135454055	0.0	False
Category:Eukaryote morphology	0.08647991346719526	0.0	False
COPI	0.02033251441343774	0.0	False
Immunofluorescence	0.031479060018039816	0.0	False
Category:Airships of the United States Navy	0.0854854537240288	0.0	False
Uniformitarianism	0.014620505449299898	0.0	False
Sikh philosophy	0.035485806147056	0.0	False
Template:Yeast Gene	0.053582826083494545	0.0	False
Category:Systems of taxonomy by organism	0.06999117416898168	0.0	False
List of cholesterol in foods	0.029499570945763574	0.0	False
Vanity	0.02187179963232743	0.0	False
Lambert Cadwalader (representative)	0.043924987071975556	0.0	False
Aircruise	0.029164401553335977	0.0	False
J. George Mikelsons	0.05216418447206867	0.0	False
Airworthiness	0.0179609269142138	0.0	False
BglII	0.009312841588489676	0.0	False
Ignotum per ignotius	0.05799088927880188	0.0	False
Nitisinone	0.01096360747548389	0.0	False
Strike package	0.05946194318601106	0.0	False
Eggshell	0.024124042948514897	0.0	False
Template:Developmental biology	0.06570092042412408	0.0	False
Interstitial cystitis	0.01964280480636548	0.0	False
Annette Baier	0.03782600441649027	0.0	False
Category:Jewish ethical law	0.05661966328705234	0.0	False
Shadow life	0.01705065544851218	0.0	False
Cockroach	0.005291238318357906	0.0	False
Neurophysics	0.06492202423556931	0.0	False
Agrostology	0.03365548666789714	0.0	False
Proportionalism	0.021997425302027845	0.0	False
Aviation parts tag	0.052559335650975564	0.0	False
Category:1867 in the environment	0.10429563869806571	0.0	False
Fenpropimorph	0.03283138387134007	0.0	False
Metaproteomics	0.02661363875110977	0.0	False
Hybrid inviability	0.034325910856795795	0.0	False
Category:Turok	0.08865877024827187	0.0	False
Savage Pond	0.06905423849626753	0.0	False
Category:German biologists	0.05649316881796057	0.0	False
Orders, decorations, and medals of Belarus	0.03307114016375381	0.0	False
Neuropsychoanalysis	0.0782041977542585	0.0	False
Out of Asia theory	0.039299996691088045	0.0	False
Allogamy	0.02064276195566398	0.0	False
The Natural Ontological Attitude	0.04231035551044131	0.0	False
Category:Flight lists	0.05925780980529931	0.0	False
1924 in aviation	0.014425133320019625	0.0	False
Phenoptosis	0.01624395713997832	0.0	False
Long-term depression	0.04339822716309295	0.0	False
Category:1889 in the environment	0.10429563869806571	0.0	False
Semantides	0.03769743500733163	0.0	False
Category:1889 in paleontology	0.08865877024827187	0.0	False
Category:Aviation-related lists by country	0.042724071409702614	0.0	False
Water-meadow	0.01582885982426805	0.0	False
List of philosophers (R–Z)	0.015326817736992288	0.0	False
Edge effects	0.024089247204922244	0.0	False
Spermarche	0.0354715201623578	0.0	False
Seascape ecology	0.04577501540264144	0.0	False
FV-100	0.04911354821329531	0.0	False
Atypia	0.08923378899665389	0.0	False
Aristotelian Society	0.03642679969063555	0.0	False
Clinical neuroscience	0.07058703785922549	0.0	False
The Kingdom of God Is Within You	0.01258931740020428	0.0	False
Category:Aviation in Nigeria	0.08697915921191252	0.0	False
Category:Books about metaphilosophy	0.08865877024827187	0.0	False
Category:1912 in paleontology	0.08865877024827187	0.0	False
Esther Lederberg	0.02907710305519259	0.0	False
Neuroimmunology	0.041003766946556074	0.0	False
Habitat-selection hypothesis	0.0625899419502051	0.0	False
Aerotoxic syndrome	0.008005913030306335	0.0	False
Category:Antiretroviral drugs	0.031881126600606186	0.0	False
Arts & Architecture	0.012202132244298893	0.0	False
SnoRNA prediction software	0.13371267346311025	0.0	False
Killer ape theory	0.04726064446666286	0.0	False
Afroinsectiphilia	0.0495953830866266	0.0	False
Lolaniso Ismoilova	0.061583198132711986	0.0	False
Coherentism	0.035218966292929435	0.0	False
Naturism	0.006591496721631472	0.0	False
Bone healing	0.03840346856338093	0.0	False
Anarchist law	0.05518696474500016	0.0	False
Category:Aviation in Laos	0.08865877024827187	0.0	False
Sunda Island tiger	0.08273155338752414	0.0	False
David E. Cooper	0.018716465410106953	0.0	False
Environmental issues in Pristina	0.007678199524496009	0.0	False
Logical positivism	0.028355887602422795	0.0	False
Global Climate and Energy Project	0.049525980434633445	0.0	False
Template:Argentina-philosopher-stub	0.08865877024827187	0.0	False
Taoism in Korea	0.026710692074168627	0.0	False
E. Lilian Todd	0.03003400650631375	0.0	False
DNA clamp	0.028336880822912542	0.0	False
Senior dog diet	0.0073935467047842275	0.0	False
Interstitium	0.02696536548217696	0.0	False
Structure validation	0.03444289627564953	0.0	False
Human, All Too Human (TV series)	0.021816251359323847	0.0	False
Category:Aviation in North Korea	0.0733881513547412	0.0	False
1800 in philosophy	0.027581647740989475	0.0	False
Category:Aviation in Asia	0.09209596295381411	0.0	False
Müllerian mimicry	0.02864603744204015	0.0	False
Microbial phylogenetics	0.06414794702478312	0.0	False
Category:Genetics or genomics research institutions	0.1111991983031725	0.0	False
Category:Aviation in Monaco	0.08865877024827187	0.0	False
Gregorio Bressani	0.04044140967942219	0.0	False
Robert Campbell Reeve	0.03271662861851968	0.0	False
Category:Medical monitoring	0.10435765600049823	0.0	False
Age-related mobility disability	0.07511884522184349	0.0	False
Blam (Roy Lichtenstein)	0.008036075751165602	0.0	False
Indianapolis Prize	0.058775292742559944	0.0	False
Quasi-median networks	0.125274253653932	0.0	False
Category:1951 in biotechnology	0.062129225020268845	0.0	False
Wildness	0.024424311540525306	0.0	False
1997 in aviation	0.017137403556889957	0.0	False
Evolution: The Modern Synthesis	0.029996709873431008	0.0	False
Doubt	0.04370485559543562	0.0	False
Gadamer–Derrida debate	0.07682379771090202	0.0	False
EuroFlow	0.09492247655134294	0.0	False
List of forests managed by the Forestry Commission	0.05273210362782106	0.0	False
Wireless Philosophy	0.033779930993365966	0.0	False
Brooklands	0.009660884332023896	0.0	False
Martin Gellert	0.055157777787479566	0.0	False
Bathymodiolus	0.040190627571681244	0.0	False
In situ bioremediation	0.018053206825623596	0.0	False
Romantic epistemology	0.013277043175879482	0.0	False
Erie Air Park	0.031207769162617825	0.0	False
Category:Korean Confucianism	0.055596681692145856	0.0	False
Category:1934 in the environment	0.10429563869806571	0.0	False
Love Is...	0.03386757802647817	0.0	False
Template:NOD-like receptors	0.05475113554095383	0.0	False
Toxicity class	0.04035121264643604	0.0	False
Judgment of Solomon	0.013827398405808582	0.0	False
Compartment (development)	0.0511522678166141	0.0	False
Category:Staining	0.08865877024827187	0.0	False
Velociraptor in popular culture	0.042155379427738345	0.0	False
FlightTime Radio	0.034589309308095784	0.0	False
Vertebrate Paleontology and Evolution	0.056771627588984706	0.0	False
Revathi Pattathanam	0.031570457668802086	0.0	False
Des Teufels General (play)	0.02082345976644336	0.0	False
List of rare breed livestock charities	0.06201769286588213	0.0	False
Eurytherm	0.005368580730377892	0.0	False
More Than Two	0.05613150560840581	0.0	False
Roach bait	0.0129447355166048	0.0	False
Dazomet	0.010253139750208513	0.0	False
Rowett Research Institute	0.043329812426299644	0.0	False
FYFT M-series unmanned blimp	0.058239278954999155	0.0	False
Irene Manton Prize	0.07219149392022822	0.0	False
Category:Superorganisms	0.08865877024827187	0.0	False
Finger-four	0.019254391126383413	0.0	False
List of seaweeds of the Cape Peninsula and False Bay	0.04324597051887625	0.0	False
Anomalous monism	0.022272139880083915	0.0	False
Ethical subjectivism	0.03956003481454915	0.0	False
Differential display	0.06877068939848185	0.0	False
Climax species	0.032136410885559984	0.0	False
Hunza diet	0.021961731477233043	0.0	False
Category:Herbicides	0.08865877024827187	0.0	False
Pristinamycin IA	0.061821212009811215	0.0	False
Brooke Greenberg	0.0378879126309807	0.0	False
The Symbolic	0.0417528096692181	0.0	False
Xylotheque	0.020518091002705317	0.0	False
Sungazing	0.033222464294794946	0.0	False
Category:Danish biologists	0.05649316881796057	0.0	False
Multi Crew Coordination	0.06545453687286679	0.0	False
Ministry of Housing, Territorial Planning and Environment of Uruguay	0.07016153870297301	0.0	False
Category:Lists related to philosophical movements	0.03145848623603841	0.0	False
Category:1900s in biology	0.050664786415254036	0.0	False
Extracellular fluid	0.011621022151853564	0.0	False
List of African countries by population density	0.042380535132262455	0.0	False
Category:Cytopathology	0.08865877024827187	0.0	False
Local food	0.02759548449390289	0.0	False
Health hazards of air travel	0.023698336379146295	0.0	False
Category:Centenarians	0.08865877024827187	0.0	False
Exome	0.058508998323398405	0.0	False
Category:Simone de Beauvoir	0.08865877024827187	0.0	False
Category:History of evolutionary biology	0.08539877446849121	0.0	False
Butterfly count	0.07159194981294488	0.0	False
Sheikh Hamdan bin Rashid Al Maktoum Award for Medical Sciences	0.061209271304234904	0.0	False
Category:Lists of airships	0.08865877024827187	0.0	False
Gluconasturtiin	0.013480383701294086	0.0	False
Immunophenotyping	0.04820622502715613	0.0	False
Template:Olives	0.059560862567629144	0.0	False
George Alfred Baitsell	0.06474514089888633	0.0	False
Category:1936 in aviation	0.0610304575318814	0.0	False
Shut Up and Die Like an Aviator	0.04148064651139478	0.0	False
List of cities in Argentina	0.05298096692640391	0.0	False
Microbiologist	0.05602781426762868	0.0	False
Alien Flight Student Program	0.14291098301543018	0.0	False
Category:1947 in aviation	0.0610304575318814	0.0	False
History of molecular evolution	0.011277719270910553	0.0	False
Template:Growth media	0.043679583569403026	0.0	False
Astrobiology Science and Technology for Exploring Planets	0.0888568013856424	0.0	False
Book:Five Biology Topics	0.03452787804491052	0.0	False
FYFT A-series unmanned blimp	0.06582933458106695	0.0	False
2005 in aviation	0.021857188709067284	0.0	False
OrthoDB	0.08782981393597948	0.0	False
G-LOC	0.029441363937413402	0.0	False
Civil Aviation Authority (Panama)	0.03751269865147702	0.0	False
Kistler Prize	0.0663276134565294	0.0	False
Category:1882 in the environment	0.10429563869806571	0.0	False
Bud	0.02588537150397208	0.0	False
Purgatorial society	0.014157008607701832	0.0	False
Anupalabdhi	0.0683640914048408	0.0	False
Munich Cosmic Circle	0.020050503631814626	0.0	False
Metabolic age	0.022883300035032663	0.0	False
Hybrid plant	0.028307902265963136	0.0	False
1913 in aviation	0.015715249702464226	0.0	False
Category:Vegetation templates	0.06301447520723923	0.0	False
Cryopediology	0.0815056260385531	0.0	False
National Air College	0.03165148560123928	0.0	False
Category:Narcolepsy	0.0662811126483422	0.0	False
Floc (biofilm)	0.017202357771336746	0.0	False
Category:History of mycology	0.08004115947367539	0.0	False
1889–90 flu pandemic	0.026032040888168354	0.0	False
Gnotobiosis	0.041684126491529735	0.0	False
Template:Citrus	0.04030611132027045	0.0	False
Propenidazole	0.07670384180640141	0.0	False
Nepenthaceae (2001 monograph)	0.05416413617243156	0.0	False
Food First Information and Action Network	0.05019461743037454	0.0	False
Category:1933 in aviation	0.0610304575318814	0.0	False
Karyoklepty	0.03915954914271959	0.0	False
Inclusion bodies	0.020107014757211838	0.0	False
Contact guidance	0.04173254996108576	0.0	False
Utopian socialism	0.027968239841350433	0.0	False
Category:Aviation in Mali	0.10690006010996875	0.0	False
Aeropittura	0.008223982687896762	0.0	False
Window of opportunity	0.12036839265944195	0.0	False
Category:1971 in paleontology	0.08865877024827187	0.0	False
Colin Strang, 2nd Baron Strang	0.0583588170253392	0.0	False
Ena/Vasp homology proteins	0.02370592330870054	0.0	False
MACPF	0.017758066986355237	0.0	False
